"id","name","number_servings","calories","carbs","fats","proteins","category","image"
"3160","Scallops Carpaccio With Mango and Parmesan","4","123.06","8.1","4","14.21","5",NULL
"3161","Blackberry Chocolate Shake","1","214.39","17.15","16.92","2.44","2","https://storage.googleapis.com/image-food/images/235273_Navriel_b081f2c9-bc66-43e6-9919-e4ede635f9ee.png"
"3162","Cinnamon, Banana, and Nectarine Smoothie","1","236.44","59.04","1.35","4.39","2","https://storage.googleapis.com/image-food/images/905709_Shamarie84_deacea71-6e72-47fa-8f1c-4ee00ba82ddc.png"
"3163","Broccoli Cheddar Rice Casserole","10","242.41","33.14","6.83","12","11","https://storage.googleapis.com/image-food/images/992404_simmyras_bb6313d4-6c07-464d-af6b-5550115e90dd.jpeg"
"3164","Microwave Zucchini Pizza","2","106.02","6.74","6.51","6.29","11","https://storage.googleapis.com/image-food/images/1015989_elm333_2bde93ff-dfb5-4ca9-9a57-35bd6580d7a0.jpg"
"3165","Creamy Chocolate Protein Smoothie","1","207.53","15.13","4.66","26","6","https://storage.googleapis.com/image-food/images/1011215_annmariecsendes_8b3e5d4f-791c-4b86-9b9d-78d4f6c763b1.jpg"
"3166","Overnight Chia Seed Oatmeal","3","188.16","28.23","4.61","10.66","2","https://storage.googleapis.com/image-food/images/1015981_elm333_b21f2401-d4eb-49a2-9a3d-130d9b3d3ce6.jpg"
"3167","Apple Oatmeal","1","209.17","42.72","1.39","10.29","2","https://storage.googleapis.com/image-food/images/1011209_clayy_aea5587d-af62-4eca-867c-a2564a982236.jpg"
"3168","Stir Fried Bok Choy with Ginger and Garlic","4","58.73","5.27","3.41","3.08","11","https://storage.googleapis.com/image-food/images/1028366_simmyras_a6272d5c-3287-4169-a194-0e5ba55b80c2.png"
"3169","Cauliflower Mac and Cheese","6","314.58","9.86","26.62","11.49","9","https://storage.googleapis.com/image-food/images/360737_MichelleAnnaWear_8a7aa71b-5dc8-4b49-aca5-955bbed50ebf.png"
"3170","Indian Basmati Rice with Peas","6","192.13","39.48","1.56","4.1","11","https://storage.googleapis.com/image-food/images/1501596_elm333_895d30ce-f91e-4151-bbc0-70cf31df8576.jpg"
"3171","Low-Carb Ginger Garlic Vegetable Stir Fry","4","64.44","6.61","3.61","2.65","11","https://storage.googleapis.com/image-food/images/1497731_StylianosCharalambous_911d90a6-7ba6-4339-b82d-54a20e4ebe97.jpg"
"3172","Vegan Mac and ""Cheeze""","8","312.61","55.27","2.89","16.41","11","https://storage.googleapis.com/image-food/images/254708_HillOK444_3f5304c5-b6e8-4388-8d55-160644050622.png"
"3173","Egg and Veggie Breakfast Sandwich","12","250.26","28.31","9.69","14.3","2","https://storage.googleapis.com/image-food/images/263751_allufie_450178bb-5ba4-47c4-9414-39b3ceca6703.png"
"3174","Kimchi Tofu Scramble Tacos","3","280.35","33.03","11.68","16.66","2","https://storage.googleapis.com/image-food/images/278080_awesomeblood_4b43f7f5-6fa5-419d-a4b3-0e3573cc3bef.png"
"3175","Pasta Fagioli","5","212.82","39.26","4.38","7.37","10","https://storage.googleapis.com/image-food/images/288783_amusedmonkey_2807e6a8-4ef2-4ff8-b88d-82c4b1d30f56.png"
"3176","Potato Spaghetti Soup","5","202.76","34.68","5.74","4.32","10","https://storage.googleapis.com/image-food/images/358925_GalinaIgnatova_1fc7f657-8bcf-42df-aecf-131a08f7b458.png"
"3177","Pumpkin Spice Breakfast Muffins","12","109.88","16.22","2.78","5.57","2","https://storage.googleapis.com/image-food/images/322651_Sportpowerpro_972d3d6b-d0a5-4bdd-945a-0ae782fb3726.png"
"3178","Healthy Make-ahead Meatballs","6","165.59","3.46","9.7","16.4","5","https://storage.googleapis.com/image-food/images/980119_elm333_7e35c140-a78e-4184-b393-a642eff34a0f.jpg"
"3179","Indian Street Corn Salad","4","141.62","25.01","5.07","4.3","1","https://storage.googleapis.com/image-food/images/345080_simmyras_718b5c9a-d26f-407c-96c0-086b9d4c56bb.png"
"3180","Low Carb Parmesan Crusted Brussels Sprouts","4","112.5","5.38","8.79","4.52","11","https://storage.googleapis.com/image-food/images/1488156_StylianosCharalambous_9a953ba5-fead-4820-94b8-a4dfc05f3365.jpg"
"3181","Coconut rice pudding","5","259.5","39.23","10","3.84","2","https://storage.googleapis.com/image-food/images/35015_erin_m_88e944ba-12f3-410b-9de0-bc4d6befb6df.png"
"3182","Chopped Salad","1","119.15","14.4","7.33","2.48","7","https://storage.googleapis.com/image-food/images/34102_tabitharwheeler_e2720b80-a3bd-406a-93a5-8d69417fad94.jpg"
"3183","Grilled Cod","1","239.59","3.12","6.11","40.87","5","https://storage.googleapis.com/image-food/images/357121_AlexanderCary_03c41528-b5af-4531-98bb-837c17343e8e.png"
"3184","Yogurt with Pesto & Tomatoes","1","228.35","13.46","8.39","25.16","11","https://storage.googleapis.com/image-food/images/3266385_tabitharwheeler_9f842928-cb0f-4406-9f6d-a9a0a31ce794.jpg"
"3185","Spring Pea Frittata","6","144.57","3.48","10.62","8.5","11","https://storage.googleapis.com/image-food/images/45340_HillOK444_44e79b03-fb16-4cc1-a27d-5428cadc152f.png"
"3186","Sweet and Sour Meatballs","6","492.84","43.51","24.88","23.5","11","https://storage.googleapis.com/image-food/images/222973_nutsokarl_8c334a4d-23ba-458c-864a-1f9ce72cb749.png"
"3187","Veggie Hummus Sandwich","1","417.93","35.77","25.84","10.72","11","https://storage.googleapis.com/image-food/images/386792_rangerryan_de413d63-1105-4a8a-be6e-a3e558bd1d36.png"
"3188","Chickpea ""Meat"" and Pasta","4","508.16","105.32","4.09","22.47","11","https://storage.googleapis.com/image-food/images/287831_Cancara_05dcd6a6-48be-43ad-983c-c82bac63d886.png"
"3189","Raspberry Grapefruit Smoothie","1","184.28","46.42","0.56","1.65","4","https://storage.googleapis.com/image-food/images/322748_Sportpowerpro_fe150c0e-4ef9-4275-b9f5-c58b87d3d74d.png"
"3190","Breakfast Sausage Sauteed with Red and Green Bell Peppers","1","342.4","5.06","22.51","28.92","2","https://storage.googleapis.com/image-food/images/1488571_elm333_679c6b88-ca60-4106-9629-854c87a4aa01.jpg"
"3191","Radicchio and Arugula Salad with Dates, Hazelnuts, and Feta","6","340.38","39.92","20.24","4.7","7","https://storage.googleapis.com/image-food/images/3262882_rachelboily_19b5ef77-6fbc-4b7c-81e3-f1fa45499ff3.jpeg"
"3192","Sugar Snap Pea and Cucumber Salad","1","455.9","45.93","24.54","18.4","7","https://storage.googleapis.com/image-food/images/45531_simmyras_b38846b3-a390-423d-97d4-868a12bbe972.png"
"3193","Delicata Squash and Roasted Mushrooms","6","220.09","24.1","13.81","5.22","7",NULL
"3194","Grilled Sweet Potatoes, Onion, and Bell Pepper","6","301.96","33.05","18.14","2.75","11","https://storage.googleapis.com/image-food/images/56940_HillOK444_12c6ae1b-68f5-4ba3-ac82-01aa4f391552.png"
"3195","Baked Egg Rolls","8","107.03","19.58","1.1","4.24","1","https://storage.googleapis.com/image-food/images/56896_tabitharwheeler_bd29b621-991d-4d7f-8816-e99b06967f6c.jpg"
"3196","Sauteed Dandelion Greens","8","147.18","5.74","13.91","1.62","11","https://storage.googleapis.com/image-food/images/56924_kathryndenise_63880dfa-5a65-414b-bd36-a1a014b68ed0.png"
"3197","Cranberry and Pumpkin Seed Spinach Salad","1","396.72","25.99","30.05","11.81","7","https://storage.googleapis.com/image-food/images/386313_Reuben76_c3ac58dc-293f-4819-8f29-191dacb2abbc.png"
"3198","Fried Plantains with Sour Cream","1","384.03","57.78","18.92","2.81","1","https://storage.googleapis.com/image-food/images/905864_Shamarie84_0db1f787-247f-4771-957f-10f263f59cdc.png"
"3199","Oat and Banana cookies","5","82.08","19.6","0.51","2.11","3","https://storage.googleapis.com/image-food/images/3268480_elm333_48ca00ac-c008-4697-bf13-61ad13a659a8.jpg"
"3200","Three-Cheese Garlic Bread","12","363.97","39.16","17.32","13.18","1","https://storage.googleapis.com/image-food/images/45667_erin_m_45b1b395-4107-4212-97b1-eb54ce0ac406.png"
"3201","Spinach Salad with Grilled Eggplant and Feta","8","223.11","6.94","20.65","4.93","7","https://storage.googleapis.com/image-food/images/57030_erin_m_6eeb5705-ee1b-40d6-b67b-73203d52dee6.png"
"3202","Carrot Ginger Creme","6","226.74","21.22","14.35","4.05","10","https://storage.googleapis.com/image-food/images/57114_Shamarie84_e13ab57f-1036-4921-9c9d-02d1d366128f.png"
"3203","Celery Root and Potato Puree with Chervil ( Cleri Rave en Puree )","4","404.18","46.12","22.76","7.39","1","https://storage.googleapis.com/image-food/images/3263738_elm333_36ea9e4d-33ba-446c-a1be-e7678ca91f82.jpg"
"3204","Grilled Eggplant Stacks with Tomato and Feta","4","380.12","20.43","32.32","6.63","1","https://storage.googleapis.com/image-food/images/57046_Shamarie84_44586f0f-a553-4fd6-be21-52231b009ddd.png"
"3205","Cornmeal Porridge with coconut milk","4","382.85","49.47","18.89","7.14","11","https://storage.googleapis.com/image-food/images/3266471_elm333_1b62b5a9-85c9-4a88-8864-a011ac5a50a3.jpg"
"3206","Steamed Carrots","5","31.13","7.31","0.19","0.73","11","https://storage.googleapis.com/image-food/images/413016_tabitharwheeler_c2955394-9b67-4683-ad04-caa13c47ec20.jpg"
"3207","Cheesy Quinoa and Broccoli Patties","6","127.33","14.77","5.34","5.28","11","https://storage.googleapis.com/image-food/images/286188_Nalinaj_c4a74432-8514-460a-aa03-d63e7368a799.png"
"3208","Peanut Butter Mousse","3","269.29","6.73","26.45","5.37","3","https://storage.googleapis.com/image-food/images/3268996_elm333_513f8640-7bd0-4c8d-941f-f92bbaaa438f.jpg"
"3209","Spicy Cauliflower Fried “Rice”","4","194.52","21.5","9.19","9.35","11","https://storage.googleapis.com/image-food/images/320980_classic89_e20024e9-929c-4792-abdb-4266c67b3b01.png"
"3210","Grilled Vegetables","6","126.82","10.01","9.44","2.19","11","https://storage.googleapis.com/image-food/images/357941_joshowers63_3ca33be0-41ed-49d1-bcfd-05d87f38f410.png"
"3211","Celery-Root Puree","2","139.16","9.03","10.83","2.96","11","https://storage.googleapis.com/image-food/images/3257787_elm333_a8f79836-6e9a-4f6e-88c8-129d1ebe28df.jpg"
"3212","Wilted Spinach Salad with Warm Feta Dressing","4","313.16","7.6","27.87","9.93","7","https://storage.googleapis.com/image-food/images/45092_erin_m_e25517a7-d640-4131-8a6c-6ec5eb42c0e8.png"
"3213","Mango Blueberry ""Fool""","6","212.47","20.47","14.94","1.4","3","https://storage.googleapis.com/image-food/images/45104_simmyras_ec8fc56c-1fcb-4d56-9094-4004602843ec.png"
"3214","Rutabaga and Carrot Purée","8","138.04","23.62","4.74","2.5","7","https://storage.googleapis.com/image-food/images/3261081_elm333_0f6cb557-818b-4541-ad7f-95ebcb85a845.jpg"
"3215","Cherry Tomato and Lemon Salad","4","64","13.47","2.65","1.71","7",NULL
"3216","Simple Pasta Salad","10","127.7","26.54","0.66","5.77","7",NULL
"3217","Yogurt with Toasted Coconut","1","221.78","28.23","2.38","23.32","11","https://storage.googleapis.com/image-food/images/906394_tabitharwheeler_8c0819b9-c468-4972-995e-6a3dc3e4146b.jpg"
"3218","Mexican Cauliflower Rice (Coliflor Arroz Rojo)","6","60.89","8.56","2.58","3.16","11",NULL
"3219","Wilted Swiss Chard With Warm Piccata Vinaigrette","10","69.58","4.53","5.63","1.81","7",NULL
"3220","Green Beans with Tomato & Feta","4","177.81","17.33","10.03","7.79","11","https://storage.googleapis.com/image-food/images/1481825_beauchampcrystal_e4f5afad-8fc0-4083-a79a-475e300ad11d.jpg"
"3221","Spring Radish Salad","4","40.38","2.22","3.48","0.53","7","https://storage.googleapis.com/image-food/images/3269247_elm333_8613e4a8-cbe1-4211-8327-1070b9e43614.jpg"
"3222","Classic Hash Browns","2","319.77","37.8","17.62","4.62","2","https://storage.googleapis.com/image-food/images/36565_tabitharwheeler_cfb87049-dec4-41d5-9c2f-07d127e23471.jpg"
"3223","Roasted Red Bell Pepper and Cauliflower Soup","5","304.71","7.79","28.06","7.3","10","https://storage.googleapis.com/image-food/images/261156_DillonMariani_e912a4c8-5749-4d68-9c42-0761dede639f.png"
"3224","Maple Glazed Salmon","2","308.92","10.61","13.54","34.14","1","https://storage.googleapis.com/image-food/images/213320_tabitharwheeler_82c2c5ba-66fb-48cd-957a-fa362c57fe30.jpg"
"3225","Healthy Avocado Egg Salad and Salmon Sandwich","4","289.9","25.78","12.25","18.96","8","https://storage.googleapis.com/image-food/images/303997_magicjah_f452869e-bae9-4d04-b820-c049f0a0466b.png"
"3226","Poached Eggs in Spinach","1","384.26","15.31","25.84","25.15","11","https://storage.googleapis.com/image-food/images/258498_wehr0034_820c31bd-b03b-4faf-9824-562f759208f3.png"
"3227","Soft Boiled Eggs & Toast","2","284.25","24.67","11.47","19.53","2","https://storage.googleapis.com/image-food/images/852857_tabitharwheeler_6bec9144-7f46-461e-9f9c-037b15bef681.jpg"
"3228","Dry-Rubbed Flank Steak with Grilled Corn Salsa","4","443.16","26.19","21.18","39.88","5","https://storage.googleapis.com/image-food/images/275371_bbebber_64a51883-9ee3-45df-945e-a114e0358549.png"
"3229","Gyros with Tzatziki Sauce","4","474.96","23.03","29.54","28.08","11","https://storage.googleapis.com/image-food/images/223374_norahcat_7bc2e98a-aaa1-4b75-b541-aadcc7e09c2f.png"
"3230","Protein Packed Tuna Melt","1","455.54","32.72","14.18","52.12","11","https://storage.googleapis.com/image-food/images/319826_bbebber_f7d2c548-bd10-484f-bbdf-726de01efc3b.png"
"3231","Vegan Tu-nah","4","136.78","15.58","6","6.45","11","https://storage.googleapis.com/image-food/images/1200835_PJC__11239e94-dc31-440e-98e8-40e36cee5786.jpg"
"3232","Garden Pasta Salad","1","507.1","29.85","26.6","38.23","7","https://storage.googleapis.com/image-food/images/304002_magicjah_9f2a60f8-9c55-49f9-8507-173ddc752dd5.png"
"3233","Dijon Salmon Fillets","4","543.13","5.71","26.44","66.65","5","https://storage.googleapis.com/image-food/images/339148_dfuller_d94f4560-5e97-4fd4-b29d-2107da7368f7.png"
"3234","Maple Brown Sugar Oatmeal","1","202.71","46.88","1.12","5.06","2","https://storage.googleapis.com/image-food/images/905744_Shamarie84_cbf8814c-dde1-4c62-85e7-c1e7b7e9d062.png"
"3235","Eggplant and Tofu Stir- Fry","4","474.62","62.96","18.73","13.76","11","https://storage.googleapis.com/image-food/images/841134_elm333_52a8e491-bd53-4142-b8f6-755477662017.jpg"
"3236","Grilled Asparagus and Poached Egg on Toast","2","427.45","55.26","14.81","19.76","8","https://storage.googleapis.com/image-food/images/315179_Eiron_e30ff5f3-a99e-46c8-8ece-0e112ab0a91f.png"
"3237","Chili Mac with Colby Jack Cheese","4","452.49","50.56","11.48","41.15","9","https://storage.googleapis.com/image-food/images/1014227_crunchygranolagirl_06fbdc24-6c7f-464b-8ce2-b41aef0cc03e.jpg"
"3238","Bev's Sauteed Yellow Squash","4","159.75","12.42","12.08","3.99","1","https://storage.googleapis.com/image-food/images/39228_erin_m_f95c8bf5-c5b9-4e9b-a237-cd66efe56cfb.png"
"3239","Chicken with Yogurt-Lemon White Sauce","6","599.57","56.35","17.69","49.57","11","https://storage.googleapis.com/image-food/images/298222_PoorestFish_cc0a4c77-014f-4b30-8758-41b97350c62e.png"
"3240","Peanut Butter, Honey, and Oat Breakfast Smoothie","1","697.37","110.55","15.6","41.13","6","https://storage.googleapis.com/image-food/images/1008901_elm333_225bad85-da46-4fea-99d3-8f30446d81ad.jpg"
"3241","Tuna Stuffed Baked Pepper","1","253.71","10.26","7.93","37","11","https://storage.googleapis.com/image-food/images/717755_tabitharwheeler_1e722c03-c0b9-4aa5-9790-f40775e630c9.jpg"
"3242","Yogurt & Dried Mango","1","268.57","41.35","0.89","24.15","11","https://storage.googleapis.com/image-food/images/334445_ldementhon_6ebfca86-4441-4d3e-bbe7-c427745f58f7.png"
"3243","Vanilla Walnut Blueberry Yogurt","1","484.87","25.45","34.06","21.31","2","https://storage.googleapis.com/image-food/images/905947_Shamarie84_1a54fa36-7208-47e3-9e8d-6ed333f394bc.png"
"3244","Chicken Pesto","8","714.9","56.68","32.36","49.33","5","https://storage.googleapis.com/image-food/images/3254493_elm333_1b67b55c-80b2-4a41-a47e-1841b9108e42.jpg"
"3245","Whole Wheat Toast","1","70.56","11.96","0.98","3.49","2","https://storage.googleapis.com/image-food/images/814308_tiffanyh1_0ec52be5-fafc-4438-8706-530025a90b1d.jpg"
"3246","Garlic Spinach","4","67.52","7.24","3.45","4.5","1","https://storage.googleapis.com/image-food/images/36724_tabitharwheeler_0a576ad6-3fec-435b-97a3-d32d0c7c1876.jpg"
"3247","Turkey and Avocado Wrap","1","143.91","8.65","9.07","8.66","11","https://storage.googleapis.com/image-food/images/906153_EdgarAvellanedaSalat_42dcb6b6-5049-40ea-b261-c954544caaad.jpg"
"3248","Maple Glazed Chicken","2","138.2","10.59","4.31","13.66","5","https://storage.googleapis.com/image-food/images/906775_Shamarie84_580d4558-1ae1-4def-bc50-54114c352439.png"
"3249","Bagel with Cream Cheese","1","315.28","57.76","3.99","12.2","8","https://storage.googleapis.com/image-food/images/867492_themalvoso_15dcfb07-d551-46b8-a7d4-48792cad1ddf.png"
"3250","Broiled sesame tofu","4","235.52","12.73","13.19","21.53","11","https://storage.googleapis.com/image-food/images/34099_tabitharwheeler_5c9a3a7a-52c6-4726-b275-2ad2e7227c60.jpg"
"3251","Persian Cucumber Yogurt","1","123.57","9.81","0.87","19.19","11","https://storage.googleapis.com/image-food/images/905724_Shamarie84_52fb1726-344c-40c9-901c-bdcc2b8364a7.png"
"3252","Egg and Greens Skillet","1","400.27","19.66","32.92","13.98","11","https://storage.googleapis.com/image-food/images/383732_jjax42_44036a68-2783-44c4-92d9-9d173a3d4d5b.png"
"3253","Avocado and Tomato Tuna Salad","1","625.69","21.79","56.24","15.27","11","https://storage.googleapis.com/image-food/images/312182_csherryd_8342e60f-7df8-47a5-901d-6bd57d8796a0.png"
"3254","Apple Pie Kefir Smoothie","1","409.63","78.15","3.06","21.83","6","https://storage.googleapis.com/image-food/images/311389_armine021_3271a24e-2b3e-4b7b-a917-f5274eeffe4a.png"
"3255","Grilled cheese sandwich","1","407.52","24.29","28.7","13.88","8","https://storage.googleapis.com/image-food/images/33505_tabitharwheeler_adc3c380-0b9f-402b-a703-b20f3c2b79a1.jpg"
"3256","Fried Egg Sandwich","1","504.75","30.05","32.11","24.75","2","https://storage.googleapis.com/image-food/images/931796_tabitharwheeler_c01a12e5-e828-4862-ba32-645b722cdbf6.jpg"
"3257","Apple Salad","1","434.49","30.59","20.66","35.59","7",NULL
"3258","Banana ""Ice Cream""","1","178.13","33.36","2.81","5.32","3","https://storage.googleapis.com/image-food/images/267253_Adynaton_c9de3285-255b-468f-97cb-ec6b90a435de.png"
"3259","Thai Cucumber Salad","6","73.27","8.49","3.59","2.28","7","https://storage.googleapis.com/image-food/images/330496_squeaky248_db148971-42f3-412f-aa56-57d0fe68af52.png"
"3260","Apricot Jam and Almond Butter Sandwich","1","291.64","39.32","11.1","10.37","8","https://storage.googleapis.com/image-food/images/907177_tabitharwheeler_31428a28-d75b-480f-ae98-07da0aa4cc71.jpg"
